tweet_id,retweet_count,favorite_count
667405339315146752,205,431
667393430834667520,51,179
667369227918143488,151,338
667211855547486208,219,446
667200525029539841,239,570
667192066997374976,88,354
667188689915760640,358,684
667182792070062081,5573,13157
667177989038297088,50,177
667176164155375616,414,563
667174963120574464,71,228
667171260800061440,75,201
667165590075940865,1026,2482
667160273090932737,55,233
667152164079423490,15311,44023
667138269671505920,1982,4203
667119796878725120,118,304
667090893657276420,113,306
667073648344346624,107,372
667070482143944705,13,75
667065535570550784,40,155
667062181243039745,47,201
667044094246576128,44,174
667012601033924608,197,419
666996132027977728,80,224
666983947667116034,883,2339
666837028449972224,496,745
666835007768551424,71,194
666826780179869698,82,237
666817836334096384,229,468
666804364988780544,82,215
666786068205871104,435,688
666781792255496192,173,353
666776908487630848,153,317
666739327293083650,60,217
666701168228331520,194,389
666691418707132416,44,171
666649482315059201,564,1026
666644823164719104,73,217
666454714377183233,191,468
666447344410484738,18,94
666437273139982337,42,110
666435652385423360,45,146
666430724426358785,172,288
666428276349472768,71,148
666421158376562688,95,291
666418789513326592,40,110
666411507551481857,283,393
666407126856765440,31,98
666396247373291520,72,152
666373753744588802,76,168
666362758909284353,495,693
666353288456101888,63,192
666345417576210432,128,265
666337882303524864,81,174
666293911632134144,306,449
666287406224695296,57,131
666273097616637952,69,156
666268910803644416,32,93
666104133288665088,5743,13181
666102155909144576,11,69
666099513787052032,57,139
666094000022159362,66,152
666082916733198337,41,101
666073100786774016,140,281
666071193221509120,52,134
666063827256086533,189,434
666058600524156928,50,103
666057090499244032,118,263
666055525042405380,211,397
666051853826850816,740,1084
666050758794694657,51,119
666049248165822465,38,94
666044226329800704,122,260
666033412701032449,39,107
666029285002620928,41,118
666020888022790149,444,2345
